,State,County,State_abb,"Population Estimate, 2012","Population Estimate, 2016",%change_Pop_2012_2016,Percent_Change_Groc_Stor_12_16,"SNAP-authorized stores (% change), 2012-16","SNAP-authorized stores/1,000 pop (% change), 2012-16","Fast-food restaurants (% change), 2012-16",percentage_Change_FSerResta_2012 -2016,Fast Food Restaurant,Full Service Restaurant,WIC-authorized stores,SNAPS Autorized Stores,Grocery Stores,Super Centres,Convenient Stores,Specialized Food Stores,SNAPAuthStores(%),SNAP redemptions_SNAP-authorized stores(Dollars per Store),SNAP participants (% pop),Farmer Market(Count),Farmers' _markets_acceptin_g SNAP,Adult Diabetes Rate(%),Adult Obesity(%),No. of Recreation and Fitness Facilities,Population>65 Yrs(%),Poulation<18(%),Median House Hold Income,Poverty Rate(%),Persistent Poverty Counties,Child Poverty Rate(%),Population Loss Counties,PCH_REDEMP_SNAPS_12_16,PCH_SNAP_12_16
366, Florida,Okeechobee ,FL,39287,40314,2.55,0.0,8.54,6.26,-10.52631579,4.0,17,26,5,43.42,12,1,25,0,,293535.28,15.65,1,0.0,11.6,31.0,1,16.98,23.96,35787.0,23.2,0,34.6,0.0,-22.52191107,-1.867014594
367, Florida,Orange ,FL,1202048,1314367,8.55,-2.17,7.72,-1.47,11.00702576,12.6745435,948,1049,121,957.42,225,21,521,92,,340734.05,15.65,10,0.0,8.8,24.9,112,9.68,23.57,50593.0,15.6,0,22.6,0.0,-17.14458792,-1.867014594
368, Florida,Osceola ,FL,289501,336015,13.84,-12.07,10.74,-5.28,15.625,11.97916667,185,215,36,246.58,51,9,115,14,,507916.82,15.65,4,0.0,12.0,29.1,16,11.04,26.21,45127.0,18.5,0,27.5,0.0,-12.98779358,-1.867014594
369, Florida,Palm Beach ,FL,1354987,1443810,6.15,5.49,7.58,1.08,14.32160804,3.89380531,910,1174,143,787.25,269,21,491,124,,324289.55,15.65,12,0.0,10.5,21.5,181,21.6,20.37,56638.0,13.5,0,20.8,0.0,-22.60544959,-1.867014594
370, Florida,Pasco ,FL,470762,512368,8.12,-8.45,0.61,-7.63,15.85365854,20.72072072,190,268,55,356.75,65,10,185,23,,299127.3,15.65,4,0.0,12.2,31.1,39,20.71,21.21,46080.0,14.6,0,19.5,0.0,-16.27006503,-1.867014594
371, Florida,Pinellas ,FL,922075,960730,4.02,4.3,-0.29,-4.38,9.074733096000001,6.765067651,613,868,124,811.67,194,12,437,93,,233381.75,15.65,13,1.0,10.8,25.5,105,21.18,17.77,47591.0,13.6,0,20.6,0.0,-22.28167218,-1.867014594
372, Florida,Polk ,FL,615294,666149,7.63,-17.7,0.26,-7.26,25.54112554,10.82089552,290,297,62,544.33,93,11,298,20,,317874.11,15.65,5,1.0,14.3,32.3,38,17.99,23.54,44024.0,17.3,0,26.7,0.0,-13.77134479,-1.867014594
373, Florida,Putnam ,FL,73021,72277,-1.03,8.33,-1.36,-0.02,-6.666666667,-9.677419355,28,28,9,96.58,13,1,51,5,,277867.86,15.65,2,0.0,12.2,36.1,6,18.92,22.57,32351.0,27.3,0,41.1,0.0,-17.05989836,-1.867014594
374, Florida,St. Johns ,FL,202308,235087,13.94,-9.68,12.84,-2.95,19.81981982,11.64021164,133,211,22,123.0,28,1,71,26,,159477.86,15.65,4,0.0,9.0,21.9,20,15.68,23.07,71896.0,9.8,0,10.1,0.0,-28.75410516,-1.867014594
375, Florida,St. Lucie ,FL,283726,306507,7.43,-5.26,13.74,5.34,11.29032258,1.948051948,138,157,27,208.33,36,6,97,12,,340592.44,15.65,2,1.0,11.5,27.9,18,19.94,22.32,45918.0,16.4,0,25.3,0.0,-29.25534734,-1.867014594
376, Florida,Santa Rosa ,FL,158366,170497,7.12,0.0,12.03,4.15,10.66666667,5.970149254,83,71,17,111.75,15,3,63,3,,211411.76,15.65,2,0.0,9.0,26.1,14,12.86,23.92,59289.0,12.3,0,16.9,0.0,-27.00420102,-1.867014594
377, Florida,Sarasota ,FL,386135,412569,6.41,17.33,2.92,-3.68,-6.5989847720000006,29.62962963,184,455,44,250.0,88,7,131,39,,179810.41,15.65,6,5.0,11.1,20.6,51,31.16,15.74,55882.0,9.7,0,17.6,0.0,-32.25131611,-1.867014594
378, Florida,Seminole ,FL,431487,455479,5.27,-11.27,1.05,-4.41,8.865248227,7.073954983999999,307,333,48,303.83,63,9,164,22,,272821.17,15.65,3,0.0,10.0,24.6,43,11.99,22.99,57357.0,11.5,0,16.1,0.0,-18.65932112,-1.867014594
379, Florida,Sumter ,FL,102790,123996,17.1,-13.33,7.66,-11.77,12.5,58.53658537,27,65,11,67.92,13,2,40,4,,205641.73,15.65,4,0.0,14.9,26.9,5,43.38,9.11,54592.0,10.1,0,30.6,0.0,-24.0509139,-1.867014594
380, Florida,Suwannee ,FL,43492,43794,0.69,-14.29,5.22,4.89,46.66666667,-20.0,22,16,5,55.42,6,1,32,1,,232482.29,15.65,3,0.0,13.5,33.3,2,18.89,22.74,37368.0,23.6,0,35.2,0.0,-16.97727675,-1.867014594
381, Florida,Taylor ,FL,22762,22175,-2.65,50.0,3.84,6.5,25.0,-18.18181818,10,9,4,31.58,3,1,21,2,,210243.82,15.65,1,0.0,15.4,38.9,2,15.63,19.69,39116.0,21.2,0,30.0,0.0,-17.29008271,-1.867014594
382, Florida,Union ,FL,15235,15142,-0.61,0.0,-5.26,-4.83,50.0,-50.0,3,1,1,12.0,0,0,7,0,,144463.08,15.65,1,0.0,12.5,37.1,0,10.0,19.38,41078.0,26.2,0,26.4,0.0,-16.67935037,-1.867014594
383, Florida,Volusia ,FL,497279,529364,6.06,-13.51,2.92,-3.39,-1.8248175180000001,18.98395722,269,445,57,467.58,64,10,272,31,,270113.59,15.65,4,0.0,12.4,26.0,59,21.09,18.86,42334.0,16.3,0,25.1,0.0,-18.32624129,-1.867014594
384, Florida,Wakulla ,FL,30805,31893,3.41,33.33,11.08,7.33,-9.090909091,31.25,10,21,3,30.08,4,1,11,3,,169971.56,15.65,0,0.0,11.7,36.4,4,10.85,22.5,48703.0,16.5,0,21.3,0.0,-27.52546619,-1.867014594
385, Florida,Walton ,FL,57330,65889,12.99,0.0,25.57,9.74,36.36363636,39.24050633,45,110,11,50.75,9,2,39,12,,189925.8,15.65,8,1.0,11.6,27.5,7,16.25,20.58,47875.0,14.8,0,26.1,0.0,-34.33315545,-1.867014594
386, Florida,Washington ,FL,24856,24569,-1.17,50.0,-13.58,-12.44,30.76923077,-8.333333332999999,17,11,4,23.33,3,1,16,1,,263949.13,15.65,1,0.0,12.9,38.5,0,15.37,21.17,36328.0,24.8,0,34.2,0.0,-11.948171400000001,-1.867014594
387, Georgia,Appling ,GA,18379,18428,0.27,-50.0,0.34,0.01,-7.142857143,-35.71428571,13,9,4,24.67,1,1,11,0,,238424.6,16.41,0,0.0,12.9,34.8,1,13.47,25.74,39588.0,22.5,0,34.2,0.0,-15.32016127,-2.98034946
388, Georgia,Atkinson ,GA,8255,8273,0.22,-25.0,-21.69,-21.58,0.0,-80.0,4,1,3,10.83,3,1,8,1,,208427.14,16.41,0,0.0,11.5,35.3,0,10.63,29.01,32398.0,26.9,1,40.5,0.0,6.666300146,-2.98034946
389, Georgia,Bacon ,GA,11188,11372,1.62,-33.33,-6.67,-8.09,-22.22222222,33.33333333,7,4,4,16.33,2,0,14,0,,187414.17,16.41,0,0.0,10.4,32.7,0,13.34,25.47,35431.0,23.9,1,36.8,0.0,3.170696864,-2.98034946
390, Georgia,Baker ,GA,3365,3150,-6.83,0.0,-11.11,-5.02,0.0,0.0,0,0,1,2.67,1,0,1,0,,138210.31,16.41,0,0.0,14.8,30.0,0,15.36,23.21,34455.0,28.7,1,41.9,0.0,0.0,-2.98034946
391, Georgia,Baldwin ,GA,46484,45144,-2.97,-30.0,12.92,15.98,33.33333333,3.448275862,40,30,8,64.08,7,1,37,0,,279482.73,16.41,4,1.0,14.0,36.8,3,12.05,20.45,38015.0,26.0,0,35.5,0.0,-16.08606644,-2.98034946
392, Georgia,Banks ,GA,18233,18397,0.89,-100.0,1.49,1.05,-6.666666667,30.76923077,14,17,0,17.0,0,1,12,0,,257773.11,16.41,0,0.0,11.1,27.0,1,12.5,25.24,44146.0,15.8,0,24.4,0.0,-20.74723092,-2.98034946
393, Georgia,Barrow ,GA,70161,77126,9.03,8.33,4.02,-5.36,21.21212121,7.407407407000001,40,29,13,60.33,13,1,51,3,,243032.24,16.41,2,0.0,11.3,34.6,4,9.33,28.24,53789.0,15.6,0,21.3,0.0,-28.17519018,-2.98034946
394, Georgia,Bartow ,GA,100488,103807,3.2,7.69,-2.18,-5.14,-1.694915254,-2.985074627,58,65,11,108.5,14,1,80,1,,180205.29,16.41,1,0.0,12.1,35.2,7,10.59,26.76,50900.0,13.6,0,21.5,0.0,-27.24903676,-2.98034946
395, Georgia,Ben Hill ,GA,17570,17243,-1.9,50.0,-6.55,-4.95,-17.64705882,37.5,14,11,5,27.33,3,1,16,3,,277067.45,16.41,1,0.0,12.4,35.3,2,14.0,26.47,30776.0,32.5,1,46.9,0.0,-21.24446543,-2.98034946
396, Georgia,Berrien ,GA,19160,18993,-0.88,50.0,-15.97,-15.75,0.0,-20.0,9,8,5,25.0,6,0,11,0,,131879.05,16.41,1,0.0,14.2,34.7,1,13.81,25.61,35518.0,25.5,0,36.9,0.0,-11.66102751,-2.98034946
397, Georgia,Bibb ,GA,156189,152760,-2.24,-2.78,5.69,8.26,10.8974359,-5.7851239670000005,173,114,31,225.83,35,4,173,10,,329531.76,16.41,3,2.0,12.7,31.3,15,12.66,25.79,38870.0,26.7,0,41.6,0.0,-19.05292395,-2.98034946
398, Georgia,Bleckley ,GA,12909,12970,0.47,0.0,-6.7,-7.11,0.0,-33.33333333,5,4,4,15.08,3,0,10,1,,235917.39,16.41,1,0.0,13.6,30.4,0,15.09,22.58,42716.0,19.3,0,31.7,0.0,12.01170785,-2.98034946
399, Georgia,Brantley ,GA,18539,18355,-1.0,33.33,28.31,29.93,20.0,0.0,6,3,2,23.42,4,0,13,0,,140112.06,16.41,0,0.0,10.9,33.1,1,12.28,26.58,37709.0,21.6,0,34.3,0.0,13.55924502,-2.98034946
400, Georgia,Brooks ,GA,15648,15687,0.25,0.0,-9.73,-11.37,40.0,0.0,7,5,4,22.42,3,0,12,1,,155185.9,16.41,0,0.0,14.5,33.5,0,15.76,23.7,36820.0,25.4,1,38.9,0.0,5.220759635,-2.98034946
401, Georgia,Bryan ,GA,32272,36230,10.92,40.0,15.51,2.7,28.57142857,13.04347826,27,26,7,36.0,7,0,29,0,,162242.94,16.41,0,0.0,12.3,29.3,2,8.98,29.3,69650.0,13.1,0,16.2,0.0,-12.944469999999999,-2.98034946
402, Georgia,Bulloch ,GA,73162,74722,2.09,57.14,4.37,1.54,16.66666667,-7.272727272999999,56,51,8,89.58,11,1,50,2,,252468.87,16.41,1,1.0,12.0,33.5,4,9.12,20.5,36544.0,29.9,1,31.3,0.0,-9.466316545,-2.98034946
403, Georgia,Burke ,GA,23131,22688,-1.95,33.33,-2.49,-0.61,33.33333333,-10.0,8,9,5,29.42,4,1,17,1,,304581.76,16.41,0,0.0,14.7,32.0,0,11.87,28.24,36977.0,25.1,1,37.9,0.0,-20.27983888,-2.98034946
404, Georgia,Butts ,GA,23426,23817,1.64,0.0,17.18,15.74,9.090909091,0.0,12,11,5,28.42,3,0,24,0,,155763.68,16.41,0,0.0,11.7,28.7,1,12.62,22.51,44166.0,19.0,0,26.9,0.0,-31.87753448,-2.98034946
405, Georgia,Calhoun ,GA,6489,6324,-2.61,0.0,-6.19,-3.52,0.0,25.0,1,5,3,7.58,1,0,4,0,,106868.4,16.41,0,0.0,14.4,34.4,0,11.91,19.72,30972.0,37.5,1,42.4,0.0,-28.81285771,-2.98034946
406, Georgia,Camden ,GA,51407,53008,3.02,-16.67,-1.81,-4.79,-7.894736842,15.78947368,35,44,10,49.67,5,1,35,3,,221702.07,16.41,1,0.0,10.9,31.5,4,9.02,27.03,52706.0,13.6,0,20.4,0.0,-18.1967714,-2.98034946
407, Georgia,Candler ,GA,11126,10910,-1.98,33.33,36.96,39.56,20.0,-25.0,12,6,2,21.0,4,0,14,1,,151679.89,16.41,0,0.0,13.7,30.3,0,14.4,25.63,32806.0,28.1,0,43.3,0.0,-30.191198800000002,-2.98034946
408, Georgia,Carroll ,GA,111444,116261,4.14,4.35,1.73,-2.37,-10.0,13.33333333,81,85,21,127.75,24,2,88,3,,266732.51,16.41,2,1.0,11.3,31.7,9,10.95,25.45,45453.0,20.4,0,26.4,0.0,-9.097909328,-2.98034946
409, Georgia,Catoosa ,GA,65004,66398,2.1,0.0,6.29,4.13,6.976744186,-3.333333333,46,29,11,66.17,8,3,25,1,,259705.63,16.41,0,,12.2,27.8,3,13.54,24.93,50979.0,13.1,0,19.6,0.0,-17.96903881,-2.98034946
410, Georgia,Charlton ,GA,13332,12497,-6.68,-33.33,1.54,8.02,-45.45454546,33.33333333,6,4,3,16.5,2,0,8,0,,122823.5,16.41,0,,11.6,32.0,1,12.68,21.71,37037.0,32.5,0,37.7,0.0,-16.40984843,-2.98034946
411, Georgia,Chatham ,GA,276521,289082,4.35,16.67,24.87,19.4,27.31277533,4.153354633,289,326,48,295.83,56,6,185,32,,272474.75,16.41,4,3.0,11.0,31.3,25,12.4,22.63,48885.0,17.8,0,25.3,0.0,-29.84871472,-2.98034946
412, Georgia,Chattahoochee ,GA,12632,10922,-15.66,0.0,25.0,49.21,100.0,-50.0,2,1,2,5.0,1,0,2,1,,545266.3,16.41,0,,6.4,27.3,0,3.73,27.1,41066.0,21.0,0,24.5,1.0,-56.4942811,-2.98034946
413, Georgia,Chattooga ,GA,25629,24824,-3.24,40.0,-5.95,-2.54,-16.66666667,0.0,10,9,7,34.25,7,1,27,0,,209723.29,16.41,0,,11.0,34.0,0,14.61,22.52,38063.0,20.4,0,28.8,0.0,-15.220111,-2.98034946
414, Georgia,Cherokee ,GA,220788,241689,8.65,2.7,10.33,1.03,33.33333333,-3.4246575339999996,148,141,33,118.33,38,6,68,9,,210912.72,16.41,4,0.0,8.7,26.9,26,9.19,27.49,74885.0,9.4,0,12.3,0.0,-31.113590999999996,-2.98034946
415, Georgia,Clarke ,GA,120174,124707,3.63,4.17,3.99,0.28,12.14953271,13.51351351,120,126,18,110.83,25,2,65,3,,286317.19,16.41,4,4.0,8.3,25.3,18,8.53,17.5,33302.0,38.1,1,41.6,0.0,-15.93010991,-2.98034946
416, Georgia,Clay ,GA,3104,3020,-2.78,0.0,11.11,14.64,-100.0,0.0,0,2,1,5.83,2,0,2,0,,113571.64,16.41,1,0.0,17.2,29.8,0,19.57,22.53,25941.0,34.3,1,52.0,1.0,-23.34946795,-2.98034946
417, Georgia,Clayton ,GA,266073,279462,4.79,35.0,-1.11,-5.92,14.54545455,-19.62616822,189,86,52,281.08,54,7,159,9,,476425.87,16.41,2,0.0,11.6,38.0,3,6.64,28.9,41731.0,23.3,0,35.4,0.0,-12.42046805,-2.98034946
418, Georgia,Clinch ,GA,6732,6829,1.42,-50.0,2.9,1.23,0.0,-50.0,5,2,1,11.83,1,0,9,0,,145040.39,16.41,0,,12.9,29.6,0,12.77,27.11,31848.0,28.2,1,39.6,0.0,-43.84266404,-2.98034946
419, Georgia,Cobb ,GA,707629,748150,5.42,7.0,5.11,-0.61,17.08737864,1.47601476,603,550,86,454.42,107,12,239,23,,252720.73,16.41,6,1.0,8.5,22.9,83,8.72,25.65,70097.0,11.4,0,16.4,0.0,-24.94353886,-2.98034946
420, Georgia,Coffee ,GA,43140,43012,-0.3,0.0,-4.55,-4.19,31.81818182,-11.76470588,29,15,19,64.75,8,1,42,4,,238287.29,16.41,0,,11.5,34.8,7,11.08,26.21,34775.0,22.6,0,34.0,0.0,-13.14023517,-2.98034946
421, Georgia,Colquitt ,GA,46163,45708,-1.0,-7.14,26.0,27.19,-3.7037037039999996,42.85714286,26,20,9,65.42,13,1,35,3,,282560.54,16.41,0,,12.8,35.2,1,12.89,27.66,34151.0,24.1,0,35.5,0.0,-28.62035736,-2.98034946
422, Georgia,Columbia ,GA,132518,147450,10.13,-5.26,21.18,8.17,18.03278689,15.27777778,72,83,22,80.58,18,3,38,1,,266183.28,16.41,1,1.0,10.4,30.3,14,10.24,27.25,75232.0,9.3,0,11.3,0.0,-31.03578659,-2.98034946
423, Georgia,Cook ,GA,16908,17167,1.51,-50.0,0.65,-0.78,0.0,-54.54545455,13,5,3,25.75,4,0,16,0,,240894.47,16.41,0,,12.2,31.4,1,13.48,27.2,34505.0,24.1,0,35.7,0.0,7.7559294020000005,-2.98034946
424, Georgia,Coweta ,GA,130793,140526,6.93,0.0,0.35,-6.51,8.196721311000001,-5.714285714,66,66,18,96.5,18,3,50,3,,268272.2,16.41,1,0.0,10.6,26.8,7,10.4,27.36,67268.0,10.9,0,16.4,0.0,-17.36394446,-2.98034946
425, Georgia,Crawford ,GA,12659,12322,-2.73,-50.0,3.31,5.64,-66.66666667,0.0,1,2,1,10.42,1,0,7,0,,88262.7,16.41,0,,13.1,27.3,0,13.16,22.71,43559.0,20.6,0,28.9,0.0,-26.34335074,-2.98034946
426, Georgia,Crisp ,GA,23555,22721,-3.67,55.56,6.33,10.47,28.57142857,-7.142857143,18,13,7,40.58,14,1,26,0,,320421.71,16.41,1,0.0,14.2,31.1,1,13.96,26.12,31095.0,32.3,1,47.4,0.0,-24.26176097,-2.98034946
427, Georgia,Dade ,GA,16534,16257,-1.7,0.0,4.85,6.36,0.0,-22.22222222,8,7,4,27.0,4,0,21,0,,125274.7,16.41,1,0.0,12.2,32.3,1,14.41,21.56,43632.0,16.2,0,21.8,0.0,3.589134905,-2.98034946
428, Georgia,Dawson ,GA,22371,23604,5.22,-25.0,2.75,-2.4,-10.52631579,-33.33333333,17,14,4,24.92,3,1,13,0,,226004.5,16.41,1,0.0,10.5,27.7,3,14.03,22.76,60195.0,12.1,0,18.0,0.0,-29.15390063,-2.98034946
429, Georgia,Decatur ,GA,27494,26822,-2.51,-14.29,10.04,12.86,16.66666667,7.142857143,21,15,6,45.67,6,1,28,1,,277888.89,16.41,1,0.0,12.1,30.0,3,13.93,25.44,37661.0,27.3,1,39.9,0.0,-27.15732328,-2.98034946
430, Georgia,DeKalb ,GA,708800,740321,4.26,12.5,1.49,-3.06,10.80074488,8.73015873,595,548,106,589.0,153,11,345,53,,407007.82,16.41,11,7.0,10.0,27.3,74,8.99,23.87,53994.0,17.8,0,27.7,0.0,-20.54197956,-2.98034946
431, Georgia,Dodge ,GA,21343,20563,-3.79,-22.22,2.68,6.51,8.333333332999999,-44.44444444,13,5,5,25.5,7,1,18,1,,250722.67,16.41,0,0.0,13.5,28.5,1,13.83,23.29,34611.0,24.8,0,38.1,0.0,-23.7233405,-2.98034946
432, Georgia,Dooly ,GA,14344,13763,-4.22,-100.0,-4.59,-0.74,-14.28571429,-50.0,6,2,3,17.33,0,0,19,0,,143604.58,16.41,0,0.0,14.8,34.7,0,13.78,21.18,32323.0,33.8,1,45.4,0.0,-6.28178916,-2.98034946
433, Georgia,Dougherty ,GA,94590,90017,-5.08,-17.39,3.13,8.26,1.098901099,-14.70588235,92,58,21,132.0,19,3,90,7,,381127.17,16.41,1,0.0,12.4,34.4,6,12.12,25.73,34799.0,29.4,1,42.1,1.0,-28.18633768,-2.98034946
434, Georgia,Douglas ,GA,133804,142224,5.92,-12.5,-3.59,-9.18,6.25,-9.87654321,85,73,21,109.67,14,3,67,3,,365788.47,16.41,1,1.0,12.0,32.3,7,8.49,28.35,58443.0,14.1,0,21.6,0.0,-29.76463968,-2.98034946
435, Georgia,Early ,GA,10615,10339,-2.67,-20.0,-18.65,-16.64,-37.5,27.27272727,5,14,4,17.08,4,0,15,0,,353035.08,16.41,0,0.0,15.6,31.5,1,16.27,26.35,31935.0,26.5,1,41.6,0.0,10.76889645,-2.98034946
436, Georgia,Echols ,GA,4010,3962,-1.21,0.0,16.67,17.43,0.0,0.0,0,1,1,4.67,0,0,2,0,,32225.54,16.41,0,0.0,10.9,28.3,0,9.87,29.33,34414.0,25.9,0,39.3,0.0,-50.05706119,-2.98034946
437, Georgia,Effingham ,GA,53400,58712,9.05,-20.0,11.53,1.24,4.347826087,-8.333333332999999,24,22,6,39.5,4,1,31,1,,207318.75,16.41,0,0.0,13.5,35.2,0,9.12,28.53,63255.0,11.4,0,15.3,0.0,-10.35041456,-2.98034946
438, Georgia,Elbert ,GA,19596,19143,-2.37,0.0,7.35,10.38,-21.42857143,-44.44444444,11,5,5,28.0,6,0,18,1,,178003.03,16.41,0,0.0,13.0,31.1,1,16.81,23.3,35814.0,23.7,0,35.3,0.0,-28.87735275,-2.98034946
439, Georgia,Emanuel ,GA,22852,22635,-0.96,-50.0,4.43,5.64,0.0,15.38461539,12,15,6,37.33,3,1,18,2,,252117.74,16.41,0,0.0,11.6,36.3,1,13.99,25.44,31772.0,27.0,1,40.2,0.0,-16.79712108,-2.98034946
440, Georgia,Evans ,GA,10664,10670,0.06,200.0,11.86,12.06,-16.66666667,0.0,5,6,2,23.58,3,0,10,1,,145454.83,16.41,0,0.0,13.4,33.5,0,13.68,25.79,34085.0,27.4,1,41.8,0.0,-17.62838995,-2.98034946
441, Georgia,Fannin ,GA,23476,24900,5.72,0.0,-5.96,-11.28,0.0,38.88888889,20,25,5,18.42,9,0,11,0,,282092.01,16.41,0,0.0,12.2,25.9,1,21.94,19.13,39796.0,17.4,0,29.8,0.0,-10.47560772,-2.98034946
442, Georgia,Fayette ,GA,107463,111627,3.73,6.25,-1.35,-4.97,37.68115942,-13.33333333,95,91,14,61.08,17,2,42,5,,324323.85,16.41,2,2.0,12.9,31.1,15,12.71,26.37,80588.0,7.0,0,10.0,0.0,-17.54369666,-2.98034946
443, Georgia,Floyd ,GA,96065,96560,0.51,35.71,-6.74,-7.11,7.142857143,-13.04347826,75,60,20,115.25,19,3,76,0,,243498.53,16.41,1,0.0,13.6,31.0,6,14.23,24.34,41130.0,19.6,0,28.7,0.0,-12.3733366,-2.98034946
444, Georgia,Forsyth ,GA,187613,221009,15.11,12.5,17.91,0.26,23.80952381,16.07142857,130,130,22,109.75,36,6,72,11,,116164.52,16.41,2,0.0,10.8,29.4,26,8.91,30.43,97886.0,6.3,0,6.9,0.0,-25.69541266,-2.98034946
445, Georgia,Franklin ,GA,21955,22320,1.64,0.0,8.97,6.89,15.38461539,-18.18181818,15,18,6,34.42,5,0,16,0,,167567.79,16.41,1,0.0,12.4,29.5,1,16.89,22.44,40156.0,21.9,0,31.3,0.0,-26.40422196,-2.98034946
446, Georgia,Fulton ,GA,975321,1023336,4.69,16.57,-3.34,-7.65,20.48319328,2.304147465,1147,1110,155,674.58,204,12,370,58,,332337.31,16.41,17,8.0,8.7,23.9,153,9.06,23.86,59911.0,16.0,0,23.8,0.0,-14.48586406,-2.98034946
447, Georgia,Gilmer ,GA,28210,29733,5.12,75.0,29.39,22.67,-12.5,8.0,21,27,6,26.42,7,1,13,1,,222731.46,16.41,1,0.0,12.4,29.7,2,17.73,22.02,43907.0,16.9,0,30.6,0.0,-42.94259488,-2.98034946
448, Georgia,Glascock ,GA,3126,3006,-3.99,0.0,5.26,10.03,0.0,0.0,0,1,0,3.33,1,0,2,0,,55813.05,16.41,0,0.0,11.8,28.6,0,15.09,26.38,40732.0,17.8,0,24.4,0.0,0.0,-2.98034946
449, Georgia,Glynn ,GA,81026,84502,4.11,5.26,4.89,0.57,13.92405063,-2.884615385,90,101,16,103.67,20,2,54,9,,258806.56,16.41,0,0.0,11.5,26.2,8,15.04,24.15,46377.0,18.2,0,30.0,0.0,-16.80597361,-2.98034946
450, Georgia,Gordon ,GA,55674,56904,2.16,-15.38,2.67,0.61,-5.405405405,8.0,35,27,8,73.83,11,1,37,3,,199466.37,16.41,1,0.0,10.2,29.3,3,11.64,26.95,44580.0,18.1,0,26.4,0.0,-23.64179146,-2.98034946
451, Georgia,Grady ,GA,25352,24808,-2.19,66.67,-11.43,-9.17,45.45454546,-28.57142857,16,5,4,28.42,5,1,19,1,,290701.98,16.41,1,0.0,12.1,33.0,2,14.14,25.7,36486.0,29.3,1,41.1,0.0,1.130649835,-2.98034946
452, Georgia,Greene ,GA,16169,17003,4.91,50.0,1.81,-3.64,-41.66666667,14.28571429,7,16,4,28.08,6,0,18,2,,136662.38,16.41,0,0.0,15.4,29.7,0,21.0,20.61,43326.0,21.2,1,37.9,0.0,-29.54013019,-2.98034946
453, Georgia,Gwinnett ,GA,839357,907135,7.47,0.69,4.96,-2.57,5.15625,3.067484663,673,672,107,548.0,145,16,342,47,,289341.14,16.41,8,2.0,8.3,29.5,72,6.84,29.14,61797.0,12.6,0,17.9,0.0,-23.73879351,-2.98034946
454, Georgia,Habersham ,GA,43478,44246,1.74,-14.29,12.83,10.98,7.142857143,-6.666666667,30,28,8,56.42,6,1,32,2,,169743.94,16.41,2,0.0,11.4,31.7,1,15.33,23.94,44400.0,16.6,0,23.5,0.0,-32.83113363,-2.98034946
455, Georgia,Hall ,GA,184929,196637,5.95,0.0,-2.34,-7.91,12.12121212,3.8461538460000004,111,108,37,177.75,34,5,104,8,,202512.28,16.41,4,0.0,10.9,25.7,15,11.14,27.92,54578.0,16.9,0,24.3,0.0,-25.81205142,-2.98034946
456, Georgia,Hancock ,GA,9050,8640,-4.75,100.0,-21.26,-18.01,40.0,100.0,7,2,1,13.58,2,0,8,0,,100379.86,16.41,0,0.0,15.8,31.2,0,15.57,18.23,28328.0,34.7,1,43.7,0.0,-9.65412204,-2.98034946
457, Georgia,Haralson ,GA,28390,29042,2.25,-42.86,3.42,1.13,35.71428571,28.57142857,19,18,8,32.75,4,1,24,1,,246282.77,16.41,1,1.0,11.2,27.3,0,14.02,25.13,41167.0,19.2,0,27.0,0.0,-31.37330473,-2.98034946
458, Georgia,Harris ,GA,32611,33652,3.09,-28.57,26.11,21.98,14.28571429,0.0,8,13,2,23.75,5,0,19,0,,55198.5,16.41,2,0.0,13.2,28.4,2,13.23,23.79,65887.0,9.9,0,13.6,0.0,-27.45275971,-2.98034946
459, Georgia,Hart ,GA,25582,25553,-0.11,0.0,-7.28,-7.41,-7.692307692000001,-26.66666667,12,11,6,23.33,4,1,14,0,,301852.38,16.41,1,0.0,13.5,29.9,1,17.96,22.25,39567.0,18.6,0,28.7,0.0,-7.819018385,-2.98034946
460, Georgia,Heard ,GA,11657,11487,-1.48,-66.67,-19.35,-18.33,0.0,100.0,4,2,1,6.25,1,0,8,0,,143639.79,16.41,0,0.0,12.0,30.2,0,13.22,25.76,41514.0,19.1,0,30.7,0.0,-11.33664203,-2.98034946
461, Georgia,Henry ,GA,208275,221768,6.08,4.0,11.57,5.17,4.109589041,3.4188034189999996,152,121,25,163.92,26,6,119,3,,332384.38,16.41,0,0.0,13.5,33.1,14,8.36,29.25,65437.0,9.9,0,15.8,0.0,-19.77384368,-2.98034946
462, Georgia,Houston ,GA,146340,152122,3.8,-33.33,20.19,15.46,21.3592233,8.333333332999999,125,78,24,157.75,14,3,117,4,,260544.17,16.41,2,1.0,13.2,31.0,11,10.42,26.8,55860.0,15.2,0,22.6,0.0,-28.13045078,-2.98034946
463, Georgia,Irwin ,GA,9642,9422,-2.33,0.0,-10.74,-9.06,,0.0,4,3,1,9.0,1,0,7,0,,160108.87,16.41,0,0.0,12.4,29.2,1,15.57,24.27,35284.0,24.7,0,37.1,0.0,-21.39527971,-2.98034946
464, Georgia,Jackson ,GA,60448,64615,6.45,-40.0,20.19,12.67,25.92592593,-3.125,34,31,11,62.5,6,0,40,1,,157277.22,16.41,2,0.0,11.2,27.4,3,11.9,26.53,56102.0,13.0,0,17.8,0.0,-38.53005297,-2.98034946
